id,Gender,CustomerType,Age,TypeOfTravel,Class,FlightDistance,InflightWifiservice,DepartureArrivalTimeCconvenient,EaseOfOnlineBooking,GateLocation,FoodAndDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnBoardService,LegRoomService,BaggageHandling,CheckinService,InflightService,Cleanliness,DepartureDelayInMinutes,ArrivalDelayInMinutes,satisfaction
80429,Female,Loyal Customer,34,Business travel,Business,2248,2,2,2,2,4,1,2,5,5,5,5,4,5,4,0,0,satisfied
95853,Male,Loyal Customer,54,Business travel,Business,580,3,3,3,3,2,4,4,4,4,4,4,4,4,4,6,0,satisfied
123490,Female,Loyal Customer,48,Business travel,Business,2077,5,5,2,5,4,3,4,4,4,4,4,3,4,4,0,0,satisfied
98146,Female,Loyal Customer,24,Business travel,Business,3037,3,3,3,3,2,2,2,2,4,4,4,3,4,2,16,5,satisfied
35560,Female,Loyal Customer,40,Business travel,Eco Plus,1076,4,3,4,3,4,4,4,4,4,3,4,2,3,4,0,0,satisfied
45403,Male,disloyal Customer,25,Business travel,Eco,649,3,4,2,4,4,2,4,4,3,5,1,4,5,4,0,0,neutral or dissatisfied
64492,Female,disloyal Customer,24,Business travel,Business,551,4,0,4,3,4,4,4,4,4,3,5,4,4,4,0,17,satisfied
101360,Female,disloyal Customer,26,Business travel,Business,1986,4,4,4,1,4,4,4,4,5,5,4,3,4,4,87,85,neutral or dissatisfied
127106,Female,Loyal Customer,40,Personal Travel,Eco,621,2,5,2,4,5,2,5,5,4,2,4,4,4,5,0,0,neutral or dissatisfied
92329,Male,Loyal Customer,29,Business travel,Business,2615,2,2,4,2,4,4,4,4,5,3,5,4,3,4,0,20,satisfied
6948,Female,disloyal Customer,25,Business travel,Eco,501,3,5,3,1,3,3,3,3,2,5,3,5,1,3,0,0,neutral or dissatisfied
106576,Female,Loyal Customer,51,Business travel,Business,1506,2,5,5,5,3,2,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
60637,Female,disloyal Customer,23,Business travel,Eco,1380,4,4,4,1,1,4,1,1,4,4,4,5,5,1,0,0,satisfied
10708,Female,Loyal Customer,37,Business travel,Business,2140,1,1,1,1,5,5,4,5,5,5,5,4,5,5,111,106,satisfied
41176,Female,Loyal Customer,56,Business travel,Business,468,4,3,3,3,5,3,3,4,4,3,4,3,4,1,0,12,neutral or dissatisfied
56467,Female,disloyal Customer,27,Business travel,Eco Plus,719,1,1,1,3,2,1,2,2,3,2,4,2,3,2,61,46,neutral or dissatisfied
116384,Male,Loyal Customer,41,Personal Travel,Eco,404,2,3,2,2,2,2,2,2,1,3,1,2,2,2,0,0,neutral or dissatisfied
45891,Female,Loyal Customer,40,Business travel,Business,1557,5,5,5,5,1,1,3,4,4,4,4,3,4,4,0,0,satisfied
80257,Male,Loyal Customer,40,Business travel,Eco,1969,1,2,2,2,1,1,1,1,2,2,2,4,4,1,0,0,neutral or dissatisfied
89115,Male,Loyal Customer,44,Business travel,Business,2116,2,2,2,2,4,4,4,4,4,4,4,3,4,3,25,14,satisfied
126770,Male,Loyal Customer,42,Business travel,Business,2521,3,3,3,3,2,5,4,2,2,2,2,3,2,5,3,0,satisfied
9024,Female,Loyal Customer,31,Business travel,Eco,173,2,1,1,1,2,2,2,2,2,2,3,2,4,2,120,114,neutral or dissatisfied
36752,Male,Loyal Customer,50,Business travel,Business,2611,1,1,1,1,4,4,4,1,1,3,2,4,2,4,21,54,satisfied
89639,Female,disloyal Customer,29,Business travel,Business,1096,5,5,5,1,3,5,3,3,5,5,4,5,4,3,0,0,satisfied
113541,Female,Loyal Customer,55,Business travel,Business,2836,1,5,5,5,2,3,3,2,2,2,1,2,2,4,19,20,neutral or dissatisfied
69589,Male,Loyal Customer,17,Personal Travel,Eco,2586,2,4,2,4,2,4,4,5,2,4,5,4,4,4,0,15,neutral or dissatisfied
42128,Male,Loyal Customer,34,Business travel,Eco Plus,964,5,4,4,4,5,5,5,5,1,1,3,4,3,5,0,18,satisfied
4275,Female,disloyal Customer,50,Business travel,Eco,502,2,2,2,3,4,2,4,4,2,4,3,1,4,4,0,0,neutral or dissatisfied
22614,Female,disloyal Customer,39,Business travel,Eco,300,3,0,3,4,3,3,2,3,4,1,1,4,2,3,0,0,neutral or dissatisfied
68467,Male,disloyal Customer,22,Business travel,Eco,1303,3,3,3,5,4,3,4,4,3,2,5,4,5,4,0,0,neutral or dissatisfied
109550,Female,Loyal Customer,8,Personal Travel,Eco,834,2,4,2,3,3,2,2,3,4,5,1,2,4,3,0,0,neutral or dissatisfied
6574,Female,Loyal Customer,55,Business travel,Eco,528,3,1,1,1,5,4,3,3,3,3,3,3,3,1,48,31,neutral or dissatisfied
64717,Female,disloyal Customer,18,Business travel,Eco,247,2,2,1,4,4,1,4,4,4,4,3,2,3,4,3,0,neutral or dissatisfied
69240,Female,Loyal Customer,29,Business travel,Business,740,3,3,3,3,4,4,4,5,3,5,5,4,3,4,219,223,satisfied
119520,Female,Loyal Customer,46,Business travel,Eco,759,3,5,5,5,4,4,4,2,2,3,2,2,2,3,7,9,satisfied
17275,Male,Loyal Customer,52,Personal Travel,Eco,1092,4,2,4,1,4,4,4,4,1,3,1,1,2,4,19,33,neutral or dissatisfied
19319,Male,disloyal Customer,24,Business travel,Eco,743,2,2,2,4,4,2,4,4,4,1,3,5,2,4,14,18,neutral or dissatisfied
93795,Female,disloyal Customer,18,Business travel,Eco,1259,3,4,4,4,4,4,4,4,3,4,5,4,5,4,0,0,neutral or dissatisfied
115064,Female,Loyal Customer,47,Business travel,Business,1963,2,2,2,2,5,4,5,5,5,5,5,5,5,5,0,0,satisfied
53999,Male,Loyal Customer,10,Personal Travel,Eco,1825,3,4,3,4,1,3,1,1,2,2,3,4,4,1,0,0,neutral or dissatisfied
43186,Female,Loyal Customer,35,Personal Travel,Eco,282,2,4,5,4,3,5,3,3,4,3,4,3,5,3,0,31,neutral or dissatisfied
14679,Female,Loyal Customer,52,Business travel,Eco Plus,416,5,1,1,1,3,2,4,5,5,5,5,1,5,1,0,3,satisfied
47741,Male,Loyal Customer,9,Personal Travel,Business,451,3,2,3,4,2,3,5,2,2,2,3,1,4,2,9,10,neutral or dissatisfied
106346,Female,disloyal Customer,41,Business travel,Business,488,2,1,1,4,4,4,4,4,4,5,3,2,4,4,18,13,neutral or dissatisfied
1207,Male,Loyal Customer,42,Personal Travel,Eco,282,3,5,3,4,1,3,1,1,4,2,5,5,4,1,0,0,neutral or dissatisfied
27513,Male,Loyal Customer,57,Personal Travel,Eco,1050,1,5,1,3,2,1,3,2,4,5,5,4,4,2,3,0,neutral or dissatisfied
114891,Male,Loyal Customer,52,Business travel,Business,2261,3,3,3,3,5,4,5,4,4,4,4,5,4,3,0,0,satisfied
43202,Female,disloyal Customer,18,Business travel,Eco,466,2,3,2,4,2,2,2,2,5,4,3,2,1,2,142,137,neutral or dissatisfied
83048,Male,Loyal Customer,51,Business travel,Business,2437,3,3,3,3,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
12570,Female,Loyal Customer,8,Business travel,Eco Plus,788,3,1,1,1,3,3,2,3,3,2,4,1,4,3,0,8,neutral or dissatisfied
125348,Male,Loyal Customer,38,Business travel,Business,2566,2,3,3,3,3,3,3,2,2,2,2,4,2,3,0,5,neutral or dissatisfied
3188,Male,Loyal Customer,31,Business travel,Business,1900,2,3,3,3,2,2,2,2,4,4,4,3,4,2,0,0,neutral or dissatisfied
47150,Male,Loyal Customer,44,Business travel,Business,1840,1,1,1,1,3,4,2,5,5,5,5,1,5,1,0,6,satisfied
118374,Female,Loyal Customer,50,Business travel,Business,646,5,5,5,5,5,5,4,5,5,5,5,5,5,4,65,72,satisfied
123607,Male,Loyal Customer,61,Personal Travel,Eco,1773,5,4,5,3,4,5,4,4,3,4,2,3,4,4,1,0,satisfied
30205,Female,Loyal Customer,59,Personal Travel,Eco Plus,95,2,3,2,4,3,4,2,5,5,2,3,1,5,3,0,0,neutral or dissatisfied
116883,Male,disloyal Customer,40,Business travel,Business,325,4,4,4,3,2,4,2,2,3,4,5,4,4,2,0,0,satisfied
77107,Male,Loyal Customer,27,Business travel,Eco,1481,2,1,1,1,2,2,2,2,3,4,1,3,2,2,29,19,neutral or dissatisfied
86387,Female,disloyal Customer,23,Business travel,Eco,749,5,5,5,1,1,5,1,1,5,5,4,4,5,1,0,0,satisfied
55486,Male,disloyal Customer,18,Business travel,Eco,828,3,3,3,3,3,3,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied
21098,Male,Loyal Customer,66,Business travel,Eco,227,4,2,4,2,4,4,4,4,2,2,2,4,1,4,0,0,satisfied
78985,Male,Loyal Customer,54,Business travel,Business,2994,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0,satisfied
60515,Female,Loyal Customer,42,Personal Travel,Eco,862,3,4,4,2,3,5,5,2,2,4,2,3,2,5,0,0,neutral or dissatisfied
95398,Male,Loyal Customer,60,Personal Travel,Eco,239,3,4,3,3,2,3,3,2,2,4,4,3,4,2,64,58,neutral or dissatisfied
14348,Female,Loyal Customer,39,Personal Travel,Eco,429,3,3,3,3,4,3,4,4,3,1,4,4,4,4,0,0,neutral or dissatisfied
114392,Male,Loyal Customer,39,Business travel,Business,417,5,5,5,5,3,5,5,5,5,5,5,4,5,3,0,0,satisfied
110988,Female,disloyal Customer,35,Business travel,Eco,319,3,1,3,3,1,3,1,1,3,2,4,3,3,1,0,0,neutral or dissatisfied
12886,Male,Loyal Customer,32,Business travel,Eco,979,5,5,5,5,5,5,5,5,3,5,4,4,3,5,4,24,satisfied
113076,Female,Loyal Customer,45,Business travel,Business,2863,1,1,1,1,4,5,4,4,4,4,4,3,4,4,8,0,satisfied
77267,Female,Loyal Customer,51,Business travel,Eco Plus,1590,4,1,1,1,5,2,4,4,4,4,4,1,4,3,3,0,neutral or dissatisfied
48366,Female,Loyal Customer,40,Business travel,Business,2192,2,2,2,2,2,3,2,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
16596,Female,disloyal Customer,25,Business travel,Business,1008,4,4,4,3,1,4,1,1,3,5,4,4,4,1,11,0,satisfied
72136,Female,Loyal Customer,61,Business travel,Eco,731,2,4,4,4,3,3,2,2,2,2,2,2,2,3,0,0,neutral or dissatisfied
89939,Male,Loyal Customer,44,Personal Travel,Eco,1306,2,5,1,2,4,1,4,4,3,2,4,5,5,4,0,0,neutral or dissatisfied
54664,Male,Loyal Customer,39,Business travel,Business,861,1,1,1,1,3,1,1,5,5,5,5,4,5,4,0,0,satisfied
34758,Male,Loyal Customer,46,Business travel,Business,1530,3,3,3,3,4,4,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
36904,Female,Loyal Customer,23,Business travel,Business,2072,1,3,3,3,1,2,1,1,1,4,2,2,4,1,0,8,neutral or dissatisfied
53171,Female,Loyal Customer,36,Business travel,Eco,589,5,4,4,4,5,5,5,5,5,3,3,2,2,5,0,0,satisfied
40474,Male,disloyal Customer,26,Business travel,Eco,175,2,0,2,3,2,2,2,2,1,5,5,3,4,2,39,35,neutral or dissatisfied
86732,Male,Loyal Customer,40,Personal Travel,Eco,1747,2,1,2,1,3,2,3,3,3,2,2,4,2,3,0,0,neutral or dissatisfied
79663,Male,Loyal Customer,25,Personal Travel,Eco,762,3,1,3,2,1,3,1,1,2,2,2,3,2,1,0,0,neutral or dissatisfied
10574,Male,Loyal Customer,28,Business travel,Business,229,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0,satisfied
66659,Female,disloyal Customer,21,Business travel,Eco,802,4,4,4,3,1,4,3,1,5,5,5,5,4,1,0,0,satisfied
25199,Male,Loyal Customer,46,Business travel,Business,842,3,3,3,3,4,5,5,4,4,4,4,3,4,5,20,17,satisfied
106363,Male,Loyal Customer,55,Business travel,Business,551,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0,satisfied
75454,Female,disloyal Customer,27,Business travel,Eco,1046,2,2,2,2,3,2,2,3,3,2,5,5,1,3,0,0,neutral or dissatisfied
111784,Male,Loyal Customer,31,Business travel,Eco,1620,3,5,4,5,3,3,3,3,3,2,4,3,4,3,24,11,neutral or dissatisfied
113608,Male,Loyal Customer,65,Personal Travel,Eco,226,0,4,0,4,5,0,4,5,4,4,4,5,4,5,0,0,satisfied
109041,Female,disloyal Customer,8,Business travel,Eco,849,3,3,3,3,5,3,5,5,3,5,2,4,2,5,23,14,neutral or dissatisfied
36284,Male,Loyal Customer,59,Business travel,Business,187,3,3,3,3,4,4,4,5,5,5,5,3,5,3,0,0,satisfied
43618,Female,Loyal Customer,44,Business travel,Business,190,3,5,5,5,4,3,4,3,3,4,3,2,3,4,23,6,neutral or dissatisfied
91225,Male,Loyal Customer,35,Personal Travel,Eco,581,2,5,2,5,1,2,1,1,5,2,4,1,2,1,0,0,neutral or dissatisfied
11832,Female,Loyal Customer,69,Personal Travel,Eco,986,4,5,4,1,2,5,4,3,3,4,3,4,3,3,0,2,satisfied
23406,Male,Loyal Customer,47,Business travel,Eco Plus,300,5,3,2,3,5,5,5,5,2,4,1,5,5,5,0,0,satisfied
105278,Male,Loyal Customer,44,Business travel,Business,2198,5,5,5,5,2,5,5,5,5,4,5,4,5,5,15,20,satisfied
100482,Female,Loyal Customer,43,Business travel,Business,580,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0,satisfied
109028,Female,Loyal Customer,26,Business travel,Business,849,2,2,2,2,4,4,4,4,4,3,5,5,4,4,5,0,satisfied
4966,Female,Loyal Customer,45,Personal Travel,Eco,931,3,5,3,2,3,5,4,5,5,3,5,4,5,3,0,3,neutral or dissatisfied
114930,Female,disloyal Customer,22,Business travel,Eco,417,3,2,3,4,2,3,2,2,3,1,4,4,3,2,1,0,neutral or dissatisfied
104079,Male,Loyal Customer,14,Personal Travel,Eco,359,4,4,4,3,2,4,2,2,3,4,5,3,5,2,0,0,satisfied
63703,Female,Loyal Customer,50,Personal Travel,Eco,853,3,5,3,1,2,4,4,4,4,3,1,4,4,4,0,0,neutral or dissatisfied
9373,Male,Loyal Customer,67,Business travel,Eco,384,3,4,4,4,3,3,3,2,1,2,2,3,2,3,151,146,neutral or dissatisfied
27086,Female,Loyal Customer,21,Personal Travel,Eco,2496,5,5,5,3,1,5,1,1,4,1,3,3,3,1,0,0,satisfied
96618,Male,Loyal Customer,60,Business travel,Business,1885,5,5,3,5,5,5,5,5,5,4,5,5,5,4,0,0,satisfied
119792,Male,Loyal Customer,31,Business travel,Business,936,2,2,3,2,5,4,5,5,5,3,5,4,4,5,0,0,satisfied
129430,Male,disloyal Customer,42,Business travel,Business,236,1,1,1,3,1,1,1,1,2,3,4,2,4,1,0,0,neutral or dissatisfied
97118,Female,Loyal Customer,55,Business travel,Eco,1164,3,5,5,5,3,4,3,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
21183,Female,Loyal Customer,59,Business travel,Eco,192,4,1,3,3,4,4,1,4,4,4,4,1,4,2,17,3,satisfied
73083,Female,disloyal Customer,39,Business travel,Eco,685,3,3,3,3,3,4,4,5,3,1,5,4,1,4,652,638,neutral or dissatisfied
63268,Female,Loyal Customer,42,Business travel,Business,447,3,3,1,3,5,4,5,3,3,4,3,3,3,5,0,0,satisfied
71574,Female,Loyal Customer,35,Business travel,Eco,1005,3,5,5,5,3,3,3,3,1,4,1,1,2,3,0,0,neutral or dissatisfied
86739,Female,disloyal Customer,21,Business travel,Business,821,0,5,0,2,5,5,5,5,5,3,5,5,4,5,0,0,satisfied
73327,Female,Loyal Customer,51,Business travel,Business,1738,3,3,3,3,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
76467,Male,Loyal Customer,43,Business travel,Business,3095,1,1,1,1,3,4,5,5,5,5,5,3,5,3,41,29,satisfied
47447,Female,Loyal Customer,37,Business travel,Business,199,2,5,5,5,1,3,3,3,3,3,2,2,3,1,0,0,neutral or dissatisfied
3935,Male,Loyal Customer,46,Personal Travel,Business,765,2,4,2,5,4,2,5,5,5,2,5,2,5,4,0,21,neutral or dissatisfied
86578,Female,disloyal Customer,39,Business travel,Business,1269,1,1,1,4,1,1,1,1,3,1,4,4,4,1,0,0,neutral or dissatisfied
71148,Male,Loyal Customer,27,Business travel,Business,646,5,5,4,5,4,4,4,4,4,3,5,3,5,4,0,0,satisfied
35797,Female,Loyal Customer,26,Business travel,Eco Plus,200,4,4,4,4,4,3,4,4,3,5,4,3,3,4,0,0,neutral or dissatisfied
80434,Female,Loyal Customer,57,Personal Travel,Eco,2248,2,5,2,3,2,3,4,1,1,2,1,4,1,4,0,0,neutral or dissatisfied
79694,Female,Loyal Customer,31,Personal Travel,Eco,712,1,4,1,4,5,1,5,5,2,3,4,4,4,5,0,0,neutral or dissatisfied
4315,Female,Loyal Customer,65,Personal Travel,Eco,184,2,4,2,4,1,3,3,1,1,2,1,3,1,3,0,3,neutral or dissatisfied
129316,Male,Loyal Customer,53,Business travel,Business,2586,5,5,2,5,3,5,5,5,5,5,5,3,5,3,5,9,satisfied
108502,Male,disloyal Customer,40,Business travel,Business,287,4,4,4,3,5,4,5,5,4,2,2,1,1,5,0,0,satisfied
106691,Female,Loyal Customer,34,Business travel,Business,516,4,4,2,4,3,4,4,5,5,5,5,4,5,4,0,0,satisfied
107499,Male,disloyal Customer,34,Business travel,Eco,711,2,2,2,4,4,2,4,4,4,4,4,1,4,4,7,37,neutral or dissatisfied
14296,Female,disloyal Customer,26,Business travel,Eco,429,3,0,2,2,3,2,3,3,2,3,4,2,3,3,0,0,neutral or dissatisfied
58347,Female,Loyal Customer,49,Personal Travel,Eco,315,1,3,1,2,5,2,3,1,1,1,1,3,1,1,0,10,neutral or dissatisfied
15256,Male,Loyal Customer,30,Personal Travel,Eco,529,3,5,3,3,4,3,4,4,5,5,5,5,4,4,17,23,neutral or dissatisfied
27453,Male,Loyal Customer,47,Business travel,Business,978,4,4,2,4,4,5,4,4,4,4,4,2,4,1,0,0,satisfied
104487,Female,disloyal Customer,15,Business travel,Eco,860,2,2,2,2,4,2,1,4,4,5,4,5,4,4,0,0,neutral or dissatisfied
15488,Male,Loyal Customer,31,Personal Travel,Eco,164,2,5,0,2,2,0,2,2,3,5,4,3,4,2,79,78,neutral or dissatisfied
45936,Male,Loyal Customer,29,Personal Travel,Eco,563,2,4,2,1,3,2,3,3,5,5,5,3,5,3,0,0,neutral or dissatisfied
68691,Female,Loyal Customer,7,Personal Travel,Eco,237,3,1,0,3,1,0,1,1,3,2,3,4,3,1,0,0,neutral or dissatisfied
89408,Female,Loyal Customer,17,Business travel,Business,151,2,2,2,2,4,4,2,4,2,2,3,1,3,4,11,6,neutral or dissatisfied
35129,Female,Loyal Customer,41,Business travel,Eco,1076,5,3,3,3,4,5,4,4,1,3,5,1,2,4,2,11,satisfied
51083,Male,Loyal Customer,58,Personal Travel,Eco,308,1,5,2,1,5,2,5,5,4,2,4,4,4,5,0,0,neutral or dissatisfied
50734,Female,Loyal Customer,9,Personal Travel,Eco,363,4,5,4,4,2,4,2,2,3,4,4,5,4,2,0,0,neutral or dissatisfied
16014,Female,Loyal Customer,72,Business travel,Eco,380,5,3,3,3,5,4,2,5,5,5,5,2,5,1,0,0,satisfied
73350,Male,Loyal Customer,31,Business travel,Business,1667,2,1,1,1,2,2,2,2,1,3,4,3,3,2,0,0,neutral or dissatisfied
65561,Male,Loyal Customer,56,Business travel,Business,2308,0,5,1,4,5,4,5,5,5,5,5,3,5,4,5,0,satisfied
75234,Female,Loyal Customer,32,Personal Travel,Eco,1726,1,5,1,1,1,1,1,1,4,5,4,4,4,1,0,0,neutral or dissatisfied
112252,Male,Loyal Customer,36,Business travel,Business,1703,2,2,2,2,5,3,4,3,3,4,3,5,3,4,41,31,satisfied
6706,Male,Loyal Customer,32,Personal Travel,Eco,258,3,4,3,5,5,3,5,5,1,2,4,4,1,5,22,20,neutral or dissatisfied
115278,Male,Loyal Customer,52,Business travel,Business,325,2,2,1,2,5,5,5,4,4,4,4,5,4,5,17,15,satisfied
16451,Male,Loyal Customer,37,Personal Travel,Eco,529,4,4,4,3,2,4,2,2,4,3,5,5,5,2,60,63,satisfied
115551,Female,Loyal Customer,53,Business travel,Business,1546,2,2,1,2,5,4,4,5,5,5,5,4,5,3,20,24,satisfied
62912,Female,Loyal Customer,57,Business travel,Business,967,5,5,5,5,2,5,5,5,5,5,5,4,5,4,0,0,satisfied
99417,Female,Loyal Customer,41,Business travel,Eco,406,4,3,3,3,4,4,4,4,1,4,1,4,4,4,15,16,satisfied
47509,Female,Loyal Customer,67,Personal Travel,Eco,541,2,4,2,4,2,5,4,1,1,2,1,3,1,3,0,4,neutral or dissatisfied
76003,Male,Loyal Customer,48,Business travel,Business,2805,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,satisfied
1825,Female,Loyal Customer,48,Business travel,Eco,408,2,5,5,5,2,4,4,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
64052,Male,Loyal Customer,40,Business travel,Eco,921,3,1,1,1,3,3,3,3,3,5,3,3,3,3,0,0,neutral or dissatisfied
5599,Male,Loyal Customer,55,Business travel,Business,1878,5,5,5,5,2,4,5,4,4,5,4,4,4,4,0,0,satisfied
46272,Female,Loyal Customer,38,Personal Travel,Eco,679,2,1,2,2,1,2,1,1,3,3,1,4,1,1,0,9,neutral or dissatisfied
2854,Male,Loyal Customer,47,Business travel,Business,2137,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,0,satisfied
30609,Female,Loyal Customer,62,Personal Travel,Eco,472,3,2,3,4,5,3,3,4,4,3,4,4,4,4,23,35,neutral or dissatisfied
39136,Female,Loyal Customer,33,Personal Travel,Eco,190,3,5,3,1,2,3,2,2,3,5,4,4,4,2,0,0,neutral or dissatisfied
128937,Male,Loyal Customer,34,Business travel,Business,236,2,1,1,1,4,3,3,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
94299,Male,Loyal Customer,30,Business travel,Business,323,0,0,0,2,3,4,4,3,4,3,4,4,5,3,24,17,satisfied
38125,Female,disloyal Customer,39,Business travel,Eco,797,1,0,0,4,2,0,3,2,1,3,4,5,5,2,0,0,neutral or dissatisfied
42047,Male,Loyal Customer,51,Business travel,Eco,116,1,3,3,3,1,1,1,1,1,5,4,3,4,1,0,0,neutral or dissatisfied
98316,Male,disloyal Customer,30,Business travel,Business,1547,2,1,1,5,5,1,4,5,4,3,5,4,5,5,40,44,neutral or dissatisfied
72998,Male,disloyal Customer,22,Business travel,Business,1096,5,3,5,1,1,5,1,1,3,3,5,2,3,1,0,1,satisfied
39209,Female,Loyal Customer,56,Business travel,Business,67,1,4,4,4,1,1,1,3,3,3,1,4,3,3,0,0,neutral or dissatisfied
118384,Female,Loyal Customer,28,Business travel,Business,2285,5,5,5,5,5,5,5,5,4,3,5,4,5,5,0,0,satisfied
113784,Female,Loyal Customer,56,Business travel,Business,2162,3,3,3,3,4,4,4,4,4,4,4,5,4,3,0,2,satisfied
97353,Female,Loyal Customer,53,Business travel,Eco,872,5,3,3,3,3,5,1,5,5,5,5,1,5,5,0,0,satisfied
8401,Female,Loyal Customer,52,Business travel,Business,888,4,4,5,4,4,5,4,5,5,5,5,4,5,5,0,0,satisfied
48476,Male,disloyal Customer,36,Business travel,Eco,737,3,3,3,5,5,3,5,5,1,2,5,2,2,5,44,32,neutral or dissatisfied
8472,Male,Loyal Customer,54,Business travel,Business,2784,3,3,3,3,3,4,4,5,5,5,5,4,5,4,1,0,satisfied
85290,Female,Loyal Customer,56,Personal Travel,Eco,731,2,3,2,5,5,2,1,1,1,2,4,2,1,3,0,0,neutral or dissatisfied
21929,Male,Loyal Customer,49,Business travel,Eco,551,4,1,1,1,4,4,4,4,1,3,2,2,5,4,9,0,satisfied
38567,Female,Loyal Customer,35,Personal Travel,Eco,2475,3,4,4,1,5,4,5,5,3,5,4,3,5,5,1,0,neutral or dissatisfied
11797,Male,disloyal Customer,20,Business travel,Eco,429,4,5,4,3,4,4,4,4,4,2,4,4,5,4,19,14,satisfied
13967,Male,Loyal Customer,41,Personal Travel,Eco,192,3,5,3,1,3,3,5,3,3,5,5,5,4,3,0,0,neutral or dissatisfied
91437,Female,Loyal Customer,33,Personal Travel,Business,859,2,5,2,4,3,4,5,5,5,2,5,3,5,5,6,2,neutral or dissatisfied
129271,Male,disloyal Customer,25,Business travel,Eco,2402,1,1,1,4,5,1,5,5,1,3,3,4,3,5,11,29,neutral or dissatisfied
20816,Female,disloyal Customer,34,Business travel,Eco,457,2,4,2,3,1,2,1,1,1,5,4,3,3,1,0,0,neutral or dissatisfied
29903,Female,Loyal Customer,41,Business travel,Business,213,2,2,2,2,4,2,3,4,4,4,4,2,4,2,37,38,satisfied
24540,Male,Loyal Customer,40,Business travel,Eco,696,5,2,2,2,5,5,5,5,5,4,4,5,4,5,0,0,satisfied
43005,Female,disloyal Customer,30,Business travel,Eco,391,3,4,3,4,4,3,4,4,4,4,2,1,5,4,7,7,neutral or dissatisfied
119751,Female,Loyal Customer,25,Personal Travel,Eco,1496,2,5,2,2,4,2,4,4,3,5,3,1,5,4,0,0,neutral or dissatisfied
106535,Male,Loyal Customer,51,Business travel,Business,2166,1,1,4,1,5,5,5,5,5,5,5,3,5,4,3,1,satisfied
127762,Male,Loyal Customer,51,Personal Travel,Eco,601,3,1,3,4,2,3,2,2,4,2,4,4,3,2,2,0,neutral or dissatisfied
20346,Female,disloyal Customer,44,Business travel,Eco,287,3,4,4,2,4,4,1,4,3,3,1,3,2,4,8,10,neutral or dissatisfied
54124,Female,Loyal Customer,40,Business travel,Eco,1400,4,4,4,4,4,4,4,4,1,3,5,2,5,4,18,9,satisfied
122506,Male,Loyal Customer,56,Business travel,Business,1918,1,1,1,1,2,5,4,4,4,4,4,4,4,3,0,0,satisfied
106706,Male,Loyal Customer,8,Personal Travel,Eco,516,4,5,4,5,5,4,5,5,4,2,5,4,5,5,0,0,satisfied
91915,Male,disloyal Customer,30,Business travel,Eco,1445,2,2,2,4,2,2,2,2,1,2,4,1,4,2,1,0,neutral or dissatisfied
32151,Female,Loyal Customer,39,Business travel,Eco,102,4,2,2,2,4,4,4,4,3,3,4,2,2,4,0,0,satisfied
35904,Male,disloyal Customer,41,Business travel,Business,1331,2,2,2,5,3,2,3,3,4,4,5,4,4,3,1,0,satisfied
61683,Male,Loyal Customer,52,Business travel,Business,1609,4,4,3,4,5,4,5,2,2,2,2,3,2,4,5,0,satisfied
103715,Male,Loyal Customer,52,Personal Travel,Eco,251,1,5,1,3,5,1,5,5,3,5,5,5,5,5,26,23,neutral or dissatisfied
23868,Female,Loyal Customer,59,Personal Travel,Eco,522,2,4,2,1,4,5,4,3,3,2,1,3,3,4,0,0,neutral or dissatisfied
86051,Female,Loyal Customer,47,Personal Travel,Eco,554,1,5,2,4,5,5,5,4,4,2,4,4,4,5,0,0,neutral or dissatisfied
43339,Female,disloyal Customer,21,Business travel,Eco,402,2,0,2,3,1,2,1,1,2,1,3,1,4,1,0,0,neutral or dissatisfied
108984,Male,Loyal Customer,59,Business travel,Business,2899,3,3,2,3,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
98170,Female,disloyal Customer,17,Business travel,Eco,562,4,3,4,3,5,4,2,5,1,4,3,4,3,5,0,0,neutral or dissatisfied
19866,Female,Loyal Customer,24,Business travel,Eco Plus,693,2,4,4,4,2,3,1,2,3,5,3,1,3,2,53,42,neutral or dissatisfied
44958,Male,Loyal Customer,44,Business travel,Eco Plus,334,4,3,3,3,4,4,4,4,3,1,4,5,2,4,48,40,satisfied
24455,Male,Loyal Customer,48,Business travel,Eco,547,4,4,4,4,4,4,4,4,5,5,1,5,3,4,0,0,satisfied
39241,Male,Loyal Customer,47,Business travel,Business,67,5,5,5,5,3,1,1,4,4,4,5,1,4,2,0,0,satisfied
